epoch loss predictions_class_acc predictions_class_loss predictions_iou_acc predictions_iou_loss val_loss val_predictions_class_acc val_predictions_class_loss val_predictions_iou_acc val_predictions_iou_loss
16 0.04811090436185847 0.9849568381855112 0.04662727475886409 0.12538083953960732 0.049594534146136016 0.15911365583896941 0.9369169776119403 0.2718154412633244 0.13152985074626866 0.046411870657327346
17 0.045498669143708155 0.9862263033175356 0.04247508642726219 0.12584631008801625 0.048522251820193 0.16258659548605722 0.9371501865671642 0.27904125362692866 0.13141324626865672 0.04613193801305354
18 0.04435466218502661 0.9869879823967501 0.04068568509548761 0.1260155721056195 0.0480236393455025 0.16200073241297877 0.9366837686567164 0.2782803649480677 0.1318796641791045 0.04572109881017024
19 0.04318645810386823 0.987813134732566 0.03859879643944475 0.12620599187542317 0.04777411961979715 0.16563455702531943 0.9371501865671642 0.2859539227881499 0.13176305970149255 0.045315194628270924
20 0.04121520084921036 0.9885324983073798 0.035364910955586554 0.12614251861882195 0.047065490912885664 0.164575958947665 0.9379664179104478 0.2841992792358479 0.13152985074626866 0.04495263712327761
21 0.040082128786594784 0.9896538591740014 0.03366593778361651 0.12555010155721055 0.04649831970444879 0.16383083252264047 0.9377332089552238 0.2830007516146106 0.13199626865671643 0.044660912107314855
22 0.039192240862409126 0.9893153351387949 0.03271625716832404 0.12665030467163169 0.04566822480536448 0.16555058552515206 0.937616604477612 0.28667860896704084 0.13129664179104478 0.04442256019422924
23 0.03837446703089397 0.9901404874746107 0.031323315656783986 0.1267137779282329 0.04542561835302299 0.16736231650549002 0.9379664179104478 0.29058010683697083 0.1316464552238806 0.044144526452396006
24 0.03766028281363054 0.9910714285714286 0.030483229108660474 0.12658683141503047 0.044837336506777785 0.16817360915723187 0.9369169776119403 0.2926045457343071 0.1316464552238806 0.04374267139520718
25 0.03672692564882959 0.9912406905890319 0.02861376543828528 0.12684072444143535 0.04484008559635566 0.17033206492596403 0.9366837686567164 0.297123385239108 0.13199626865671643 0.04354074512479771
26 0.035940438565421666 0.9917484766418416 0.027533908294212418 0.12681956668923494 0.04434696887288755 0.16979331434825992 0.9375 0.2963596002592743 0.13176305970149255 0.04322702896089724
27 0.03501159878581329 0.9919177386594448 0.0262876295009877 0.1270099864590386 0.04373556794062731 0.1705757694695937 0.937383395522388 0.29805391713551815 0.13152985074626866 0.04309762078737006
28 0.03463026807948029 0.9919600541638456 0.02574595639695897 0.12690419769803657 0.04351457981071161 0.17216503888858595 0.937383395522388 0.3014777547863587 0.13199626865671643 0.04285232259964904
29 0.0342107808101385 0.9922774204468517 0.02534591263770088 0.12713693297224102 0.04307564904758191 0.1738225832953354 0.9375 0.3050684893857592 0.1316464552238806 0.042576678013846056
30 0.032863232231470044 0.9933987813134733 0.02294555213026508 0.12692535545023698 0.04278091253610624 0.17277265011520584 0.9372667910447762 0.3031770853889503 0.13152985074626866 0.042368211736555084
31 0.032842330457724646 0.9932083615436696 0.023293487273547426 0.127031144211239 0.04239117367585305 0.17171717806173656 0.9372667910447762 0.3012702245242549 0.1316464552238806 0.04216413168017683
32 0.032692881298838496 0.9934834123222749 0.023221685231772687 0.12694651320243738 0.04216407709196966 0.17513783042034162 0.9372667910447762 0.3083091503761339 0.1318796641791045 0.04196650646505321
33 0.03164846131000504 0.9935680433310765 0.02177691616652897 0.127031144211239 0.04152000627682854 0.17134675650628034 0.9375 0.30089680604203806 0.13176305970149255 0.041796708343995376
34 0.031071178334498413 0.9939911983750847 0.021321631927705594 0.1273908259986459 0.04082072462751634 0.17714680947012393 0.937383395522388 0.31271505116483106 0.13141324626865672 0.04157856752950031
35 0.030757010230553678 0.9938219363574814 0.020552871046372177 0.1273485104942451 0.04096114956701304 0.17576012715832817 0.9371501865671642 0.3101042740100136 0.13152985074626866 0.04141598219336914
36 0.030196269238891033 0.9944566689234936 0.020040449434246606 0.12715809072444142 0.04035208898343615 0.17683202712431745 0.9372667910447762 0.312534584674125 0.13141324626865672 0.04112946463109397
37 0.02926580751940265 0.9946047731888964 0.018657262500849366 0.12775050778605282 0.03987435254532549 0.1796202790383041 0.9379664179104478 0.3182420979314816 0.13129664179104478 0.040998461157597824
38 0.02923881997100217 0.994477826675694 0.01915641758380806 0.12779282329045363 0.03932122222274623 0.18131276905717356 0.937383395522388 0.3218071831830023 0.13152985074626866 0.04081835370569893
39 0.02916067835484545 0.9947528774542993 0.01875155697449882 0.12743314150304672 0.03956979986207059 0.17810268048892047 0.9366837686567164 0.315562511520199 0.1316464552238806 0.040642852889749205
40 0.028333562651690732 0.995366452268111 0.01743776365662906 0.12762356127285038 0.03922936148353844 0.18125183294299615 0.9370335820895522 0.32211604835158225 0.1310634328358209 0.04038761759788465
41 0.027917871653362757 0.995260663507109 0.01708407914919792 0.12758124576844956 0.038751664283933195 0.17920627002908376 0.9372667910447762 0.31815204811125536 0.13129664179104478 0.04026049268240832
42 0.028237771702212765 0.9951971902505078 0.01746906917280541 0.12764471902505078 0.03900647428632035 0.1817425493274315 0.9371501865671642 0.32334326311746425 0.13129664179104478 0.04014183800848229
43 0.027784085238715613 0.995049085985105 0.016986010009232156 0.12798324306025727 0.03858216031856164 0.1840778074362802 0.9371501865671642 0.3281775001786451 0.1316464552238806 0.03997811275263275
44 0.02676660797767437 0.9960858158429249 0.015190076564547253 0.1277293500338524 0.03834313954199559 0.1838601436909052 0.9371501865671642 0.3279014132717273 0.13152985074626866 0.039818872120787406
45 0.027258169754693938 0.9954087677725119 0.016332913640161886 0.127708192281652 0.03818342601281408 0.18243973980199046 0.937616604477612 0.3252837363464082 0.1316464552238806 0.03959574465598188
46 0.026166175165798163 0.9957049763033176 0.015166161142754826 0.1281101895734597 0.03716618887425609 0.18407884123822008 0.9372667910447762 0.3286632562912928 0.13141324626865672 0.03949442634762112
47 0.026164460954676932 0.9958530805687204 0.015078107607098499 0.12817366283006093 0.037250814393172814 0.1848272657193028 0.9370335820895522 0.3302287762164215 0.13152985074626866 0.039425756565100556
48 0.0257921278859459 0.9963185511171293 0.014539104596792564 0.12825829383886256 0.03704515118977924 0.18571486511248608 0.9378498134328358 0.3322098603816473 0.1316464552238806 0.0392198699905273
49 0.025921760755606857 0.9961069735951252 0.014569768614574546 0.12800440081245767 0.037273752715277185 0.1859285922159802 0.937616604477612 0.33269938540575117 0.13152985074626866 0.03915779955716414
50 0.025434434479171854 0.9962550778605281 0.014137206751384334 0.12821597833446174 0.036731662065706286 0.18675745683357314 0.9375 0.33445824422683945 0.13152985074626866 0.03905666865227716
51 0.025185335957184786 0.9961281313473257 0.013851626654068536 0.12785629654705485 0.0365190455918916 0.18623996634686144 0.9377332089552238 0.3335463107309331 0.13141324626865672 0.03893362161957089
52 0.02499911109409273 0.9963608666215301 0.013866790478573652 0.12821597833446174 0.03613143155891032 0.18898617966689601 0.937383395522388 0.33913170863187003 0.13152985074626866 0.03884065380917667
53 0.024863450637890548 0.9964454976303317 0.013647149219181998 0.12834292484766419 0.03607975212811727 0.18740665867495518 0.9371501865671642 0.336123934446705 0.13152985074626866 0.03868938364877379
54 0.023858214235916917 0.9968898104265402 0.012565936499426441 0.12827945159106297 0.035150492186459464 0.18913261366029854 0.9369169776119403 0.3396570860601304 0.13129664179104478 0.038608138644094785
55 0.024327390279290477 0.996149289099526 0.013351383343302395 0.12834292484766419 0.035303397203455746 0.1873686485107182 0.937383395522388 0.3362999876426193 0.13152985074626866 0.03843731268347283
56 0.024390483094403267 0.9962339201083277 0.013668057716060014 0.128385240352065 0.035112908407011666 0.18706878473975264 0.9371501865671642 0.33569341104746636 0.13152985074626866 0.03844415834746949
57 0.02360046128714022 0.9966782329045363 0.012277690212320887 0.12851218686526744 0.03492323253852345 0.18861557757516684 0.9375 0.3389253735670658 0.1316464552238806 0.03830578497875092
58 0.023766235925904152 0.9964031821259309 0.012598359887159119 0.1284275558564658 0.034934112205962695 0.18900123353588827 0.937383395522388 0.339761032355631 0.13141324626865672 0.03824142992771022
59 0.023261744045692173 0.9968051794177386 0.01208984056694697 0.12872376438727148 0.03443364760212313 0.19037391888907304 0.9371501865671642 0.3425867553135626 0.1316464552238806 0.03816108438429603
60 0.023398976098965494 0.996614759647935 0.012446279409138162 0.12859681787406907 0.034351672779216344 0.18916534986859534 0.9372667910447762 0.3402999538811719 0.1316464552238806 0.03803074253469344
61 0.0231572439272673 0.9969744414353419 0.011707425738387529 0.12870260663507108 0.0346070622363851 0.19040219612165923 0.9371501865671642 0.34284219920333786 0.13152985074626866 0.03796219140544895
62 0.023001999053259153 0.9966993906567366 0.011699397207816941 0.1287660798916723 0.03430460095588438 0.19098781846566196 0.9371501865671642 0.34410606568225877 0.13152985074626866 0.037869574145045576
63 0.022828916980132723 0.9969955991875423 0.0116084713624819 0.12863913337846988 0.03404936248867867 0.19328172953926206 0.9371501865671642 0.3488033507195004 0.13176305970149255 0.03776010642186113
64 0.022437917939548052 0.9972283344617467 0.011087022591883947 0.12863913337846988 0.0337888133405035 0.19357917547041772 0.9370335820895522 0.34943355351334954 0.1316464552238806 0.03772480070413744
65 0.022847278857352712 0.9968898104265402 0.011947913589666943 0.1288083953960731 0.03374664413887117 0.19507520026640285 0.9370335820895522 0.3524630253271072 0.13141324626865672 0.03768737455430343
66 0.02229713519484047 0.9974399119837508 0.01076665845585597 0.12827945159106297 0.033827611773300695 0.1972446359720936 0.9362173507462687 0.3568635894929237 0.13141324626865672 0.03762568437421361
67 0.0219590337548188 0.9971437034529451 0.010632290585248238 0.1287449221394719 0.03328577709256891 0.19468251704420797 0.9365671641791045 0.3517936597770416 0.13152985074626866 0.037571374553693596
68 0.021645700677878747 0.9974822274881516 0.010121562990934392 0.12916807718348003 0.03316983831548255 0.19456431136072141 0.9372667910447762 0.35159476674883067 0.1316464552238806 0.03753385411353031
69 0.021669144836930998 0.9972071767095464 0.010284268239155753 0.1287660798916723 0.03305402162662009 0.19748170167179918 0.9369169776119403 0.3574785215952346 0.13176305970149255 0.03748488162362726
70 0.021761733736873137 0.9970167569397427 0.010484998895806487 0.12882955314827352 0.03303846861781223 0.19738206126442207 0.9370335820895522 0.35736642212586683 0.13141324626865672 0.03739769852445669
71 0.021620804773417875 0.9974187542315505 0.010051761659363284 0.1287660798916723 0.03318984793926625 0.19679406053758464 0.9369169776119403 0.35623013216567034 0.1310634328358209 0.03735798957441419
72 0.021377080123299027 0.99739759647935 0.009922259547823338 0.12897765741367637 0.03283190054279237 0.19686135656718137 0.937383395522388 0.3564135963684653 0.1310634328358209 0.03730911575952795
73 0.021129625173318393 0.9974399119837508 0.009789550390169634 0.12899881516587677 0.03246969987556954 0.1974475454172439 0.9368003731343284 0.3576489534830895 0.1310634328358209 0.03724613891646905
74 0.020861248563616944 0.9976938050101557 0.009330525492008532 0.1290411306702776 0.03239197154815032 0.19858515399131133 0.9375 0.35994789482652884 0.130830223880597 0.03722241134191655
75 0.020984856578595206 0.9975245429925524 0.009626121038932227 0.12887186865267433 0.032343592526568966 0.19887596936618437 0.9366837686567164 0.3605845667950621 0.130830223880597 0.037167372955217846
76 0.020870913272520518 0.9974822274881516 0.009537624127763999 0.12925270819228166 0.03220420240152806 0.19823603122234484 0.9371501865671642 0.3593377781670173 0.13071361940298507 0.03713428312321819
77 0.02064633004593719 0.9976091740013541 0.009205268972057583 0.12927386594448206 0.03208739117869935 0.19962008128467418 0.9369169776119403 0.36216328158122874 0.13094682835820895 0.03707688214055804
78 0.020602295871479746 0.9979053825321598 0.009036720428261834 0.12923155044008125 0.03216787132818552 0.2013903423086497 0.9365671641791045 0.36573191346406697 0.13094682835820895 0.03704877275497472
79 0.020463083583808623 0.9977361205145565 0.00899955616921958 0.12927386594448206 0.03192661106573845 0.19977600857095945 0.9370335820895522 0.3624757140151889 0.130830223880597 0.03707630337917927
80 0.020523349690353833 0.9973341232227488 0.009174848601883959 0.12916807718348003 0.03187185110456198 0.20155194602340265 0.9370335820895522 0.36608516526508644 0.13094682835820895 0.0370187278152374
81 0.020341334576966314 0.997291807718348 0.00921383200531209 0.1294219702098849 0.03146883721836037 0.20291697587939536 0.9366837686567164 0.3688538265811761 0.13059701492537312 0.036980124897629356
82 0.020111338541254693 0.9980323290453622 0.008575289187762607 0.12914691943127962 0.03164738772018291 0.2013463327238065 0.9369169776119403 0.3657271386138352 0.13094682835820895 0.036965524993225266
83 0.020336311217050648 0.9976303317535545 0.008992027604347363 0.12931618144888288 0.03168059467257946 0.20123450440934984 0.9365671641791045 0.36556413543098304 0.13094682835820895 0.03690487486067048
84 0.02033946027499406 0.9975668584969533 0.009115397248619072 0.12895649966147596 0.03156352326048181 0.20011419026266242 0.9366837686567164 0.36335293440768496 0.13071361940298507 0.036875444731098224
85 0.01991249464632604 0.9979900135409614 0.00855563633916641 0.12967586323628977 0.03126935297531847 0.20289689129124633 0.9369169776119403 0.36894732693851995 0.1310634328358209 0.036846453875629924
86 0.02002017748303782 0.9976726472579553 0.00882890844379903 0.12927386594448206 0.031211446497630965 0.1997760887776411 0.9366837686567164 0.3627218782833945 0.13094682835820895 0.03683030082402862
87 0.019442987963891434 0.9978842247799594 0.007875471124529571 0.12891418415707515 0.0310105049363782 0.20264350484584026 0.9370335820895522 0.3684608461364012 0.13094682835820895 0.036826163152434324
88 0.019879172318700143 0.9979900135409614 0.00853078726690673 0.12944312796208532 0.031227557320896847 0.2041142598066458 0.9368003731343284 0.3714567594452601 0.130830223880597 0.03677175562818354
89 0.019588206036044088 0.997968855788761 0.008158534068121075 0.12944312796208532 0.031017878375942432 0.20368521209022572 0.9366837686567164 0.37059211386318947 0.13071361940298507 0.03677830771358906
90 0.01957405872955747 0.9979265402843602 0.008295074376872234 0.12931618144888288 0.03085304322648105 0.20300802036749768 0.9364505597014925 0.36926030500448614 0.13071361940298507 0.03675573637775048
91 0.019651344770814066 0.9980323290453622 0.008573395329678869 0.12927386594448206 0.030729294157433768 0.20631001923674605 0.9364505597014925 0.37590825694043356 0.13048041044776118 0.03671177939178227
92 0.01926304895847597 0.9981381178063643 0.0076330726960133705 0.12921039268788084 0.030893025137597573 0.20333037965882347 0.9368003731343284 0.369989265980207 0.130830223880597 0.036671488961107584
93 0.019606176818315554 0.9975457007447529 0.008505501615130797 0.12912576167907922 0.03070685199853449 0.20283522081054026 0.9369169776119403 0.36902635759943836 0.13071361940298507 0.036644082989912036
94 0.019226109678841266 0.9981169600541638 0.007610252995846014 0.12957007447528773 0.03084196621544543 0.20298014088479954 0.9369169776119403 0.3693256784623786 0.13059701492537312 0.03663460387667613
95 0.019092805618981433 0.9982862220717671 0.0074393941235936486 0.1294008124576845 0.03074621722939536 0.20582701588951316 0.9362173507462687 0.37502140753817165 0.13059701492537312 0.03663262313078922
96 0.01886137161254454 0.9983285375761679 0.007366640080723983 0.12946428571428573 0.030356102827028417 0.20645615305150372 0.9364505597014925 0.3763143310931959 0.13048041044776118 0.03659797404934444
97 0.01912300398314123 0.9978207515233581 0.007894019690378425 0.1294008124576845 0.030351988461591206 0.2066880778779637 0.9364505597014925 0.37680281276365307 0.13048041044776118 0.036573340434323885
98 0.018774189205352183 0.9980323290453622 0.00738872689274269 0.12952775897088692 0.030159651666259193 0.2049921189826642 0.9363339552238806 0.373403416375836 0.13048041044776118 0.03658082223507756
99 0.01864331009824235 0.9982862220717671 0.0070912550207955435 0.12965470548408936 0.030195364768137008 0.20781020543611012 0.9359841417910447 0.37906654337847506 0.13048041044776118 0.036553868279382305
